Below,Topics,Alpha,Beta,Coherence
4,6,0.9099999999999999,0.61,-3.455783999855391
4,6,0.9099999999999999,0.9099999999999999,-3.472508001818444
4,7,0.01,0.01,-3.3291439945817674
4,7,0.01,0.31,-3.283810325984439
4,7,0.01,0.61,-3.1968011016331266
4,7,0.01,0.9099999999999999,-3.22543936773894
4,7,0.31,0.01,-3.759695666638003
4,7,0.31,0.31,-3.5509337117764366
4,7,0.31,0.61,-3.7911520430200047
4,7,0.31,0.9099999999999999,-3.74775034632162
4,7,0.61,0.01,-3.775383924629253
4,7,0.61,0.31,-3.704217800360435
4,7,0.61,0.61,-3.888065414692558
4,7,0.61,0.9099999999999999,-3.9812605110040855
4,7,0.9099999999999999,0.01,-3.889173371503954
4,7,0.9099999999999999,0.31,-3.7958958410481998
4,7,0.9099999999999999,0.61,-3.872861880174128
4,7,0.9099999999999999,0.9099999999999999,-3.785078135357321
4,8,0.01,0.01,-3.3632265864709012
4,8,0.01,0.31,-3.2327509790486246
4,8,0.01,0.61,-3.257249270866992
4,8,0.01,0.9099999999999999,-3.5693082558773
4,8,0.31,0.01,-4.142583709803105
4,8,0.31,0.31,-3.9568361795728784
4,8,0.31,0.61,-3.9013535641749497
4,8,0.31,0.9099999999999999,-3.9469244581611185
4,8,0.61,0.01,-4.493740648224256
4,8,0.61,0.31,-4.510830946607282
4,8,0.61,0.61,-4.380315738351274
4,8,0.61,0.9099999999999999,-4.341821009431898
4,8,0.9099999999999999,0.01,-4.3112177202052315
4,8,0.9099999999999999,0.31,-4.163952615787139
4,8,0.9099999999999999,0.61,-4.0635884314875295
4,8,0.9099999999999999,0.9099999999999999,-3.9170605305526367
4,9,0.01,0.01,-3.547396751211134
4,9,0.01,0.31,-3.503937261120994
4,9,0.01,0.61,-3.317517463574065
4,9,0.01,0.9099999999999999,-3.4910459303445327
4,9,0.31,0.01,-4.24192679674528
4,9,0.31,0.31,-4.091774199926649
4,9,0.31,0.61,-3.8542444772063655
4,9,0.31,0.9099999999999999,-4.302692413858088
4,9,0.61,0.01,-4.255023618555892
4,9,0.61,0.31,-4.239126136376783
4,9,0.61,0.61,-4.516328538707993
4,9,0.61,0.9099999999999999,-4.534422121285427
